Address,Transaction ID,Total Committed Amount in Algo
M6ZHAVYGOPLLAGUFZCN57YCVBEA3X4HRUHV2U6TCJJXOLQS5DDZKPRKLTA,KPJJEFGEM5MCRUWLDLWUB56K2UFB3JB3A47JGQ627IAJHARBJDOQ,80000000
WEBGFOXCXMBMEHAQRV35XEUEZEEUM43OVHWDXS2WQTKX5IM56UO3VKBEUA,OA7MUX7DGPPOTE2MJHGS6KKBXXKXN5NPEHOQIL64K5MYNU7ODRJA,73000000000
X4BW3S3SH2IU734GXYKSJEJQN7IBQV3T2DJENDXDJ4PAMN52TWQBKU3OIA,I7WWERMQU3IAAJQCGRPMZIL376YXRMM2V2IWJ4VZ7YVBXDXVZ2CQ,33421019839
E3CJH4AMRNGP6V6J2PSKNWAWIBOKAXRWQ442NHZTBKUTWBLACDDZSKXGWU,KSSIL7TTF5ADO77ELQFXX67ORLM6KI7D6EUNVGVG6FW3VFBNOUMA,944925964
R6EWXKSJDBCFSIVNL3MTQOVL64LYVG5VCTE7NO2UAUWERZZT5UZFJZOKX4,72LLHKJ4LZS362XJY2DMHWB3ZK2EMDWXLU6UNU3PVTYCEXYVFSWA,40000000000
M6743URXWGLRSBJ3XVZ62BUSUTIO5EZZTAFH3EKU5QULBTQHEIFFF3TRWM,D4LDMDOPI7YTQSW3WDVO6XZOIRBPYRVTZR5BHXQ2WDTX4O4YB4DQ,2348196229
T7HBQTAWQVLEKSEZPEFJ3FSVM4OWBYNFZV5EVCAGFN2GQKQ7C6Y5HPOHOI,DBLKVN5DGQRQ4BVPLZDJQQT35AFTOMOYCXWC6LLWDSIEFKC3IFXA,49950748585
37BLJAQ46ZMUBB3NLTKZTOEFAJKTIZ2OMWBV64VN5VSL26XID2OVDQTKBY,RZ65LBIAHYJPLUYOLWCJIZAZPQ6C77BL55USG2JKWYYPAGRMESOA,169024112247
LCD6VJYJGATJQFHV4QKKTWKHVK5QGX5SIVKH7VODQRE5WBKIGFUPXOZDA4,2HXEOWRW3DVOGHIYCOIPZ572YZZY2OD6XFTSI2NXEW7LXC3O2WYA,18000000000
TGSND3GWUPVB7ZHDZ3RQGIDIBCWWOG26KTBUPYCF6WCHXUWPNYCKM2GUTE,IP4F2XBI2PGRXEUJDP6S2ALM7FP6W7JG2TTEXTORXJLDMAFZSASQ,17251743055
32N4T2GOTTMUFU3742EMAIO2YLYD7XETYTHCYOIJGW32NV6OFVHXK54O2U,PNATE4B67THSOBE2ES4LUO3H7IIJML5ECTQAZT4ERNMQPHLJTJCQ,64000000000
5WZ627HZB5US6GAJL3SU2AFKGINSMOGCGULOO3YOBPTARKWGK7GHRZQNLE,6MK7N6DDHXVF2TQCTY5XAK7O5G5OHTKLXDHBZEGFZZT6OID3DDKQ,48259938600
MTXNLJ7AOYWNN6E2RJVKTCKJGPUVXZGPNKHNXIUOANHIXLYORL7ZF7UACE,2LE3P6ZGWIWKCB2X7MTXMEMDUVZXKPG5X6YYIL7LUKDNWPBKIYFQ,2794921804
67OLU3IO4YWOAYJK273DQJS6RU2ES45WPAYHWNIQJNYKRXGZ5NPBMMEK3I,INXJ2YWO5PRPQJDBFKLD6C3KBGAEEWFMIRYSKQLC6JOKN47HNLKA,30000000000
3O5UBKQS2ZRWYIYPTO5IHFQ6Z5MSRAODP6ELNGSLJRCUZBMNOHYPXXCUAA,GF3FQXFIPBZJNUYDJGELBDEOM7WR2Y4D6E2INJET3FUQHRXIODPQ,35609364
MGLCROCQ4HFXTZUTGQFLSZBRLJJSNYQJVM5IREOLZN7SXKGV2FLXL5DAEI,A3QQWTTROLTU5W6HQWZF4HGHPOU5DKDFOUOR436AWLVLMTBZLMVA,101206465451
BV43ZYOSMSHYSHOJD6UPAHUCZSCPIUFV7GNWRVB3AVV4MNFFTRVSGJMVSY,4GI4SCVDCKBAJNYPTYHHKJB2UQ643VLZIV6NLPVFVISJLAMBLDLQ,35686381627
W4KJNOBTLNH3D6BRNNFCCYOURMEG2PRE2LERXP4VJMNOORQMPML6LZIIKY,X26FKQ3ZJQ6D6257FOX3XPSO6JUWYBNLSBUGQDTFSOZJGRTSH65A,50168551656
SP6BPWSNCBZKRZEHU7PJAHJMYHCVBPDHVIIB2DW7YEDKHM2CPPCM7IXGCY,QCULSRY55PCZWQBY4FOCTPHRBTAXXZGWWUF7PU5FNIJK2DUEWOEA,60793178
I26M57MBNMWNTAGSRKSG7SRTWICOUEZEVVK2Z4V2BJXAXHXWQOLUEOUMIY,BFZJJU7LK5QFK73LDX6WECHA7JZUDOXO2CI2L6F2KEWCPZFNJYFQ,14749890144
4LJ3ASSBQKBN6HSPVOMJP55WVGT7RUCX2YDYVFAEIDIVVHSS7GK4RPQNKU,PNVZZFBMIR3WR5RCHDUS6NKNUGZASOKO6RO2IWMJLIHN43BOLBZQ,251621
OS27GMOKV4HTC3VH3X6USLKPTHZC2PWRV6JIK4YU3Y5T2Y5FPUUJQXFYDY,AGANIWGEKKGKPZNDT3BAAML3HTVCGONCKB4UMEBLG7K4VVI7P4NA,5500000000
7PNGEQKULMLSHHNM36XGRXKYHPNJPKN3J37L6IFIV3JXUJHYRLVIEGAQ2M,56FON5NLEUOJCVLAXHJG6SOHVDJRHESVVROJK243X7VW2QRXKE3Q,327006278320
2JPPDOHPGVQLBCJU77K3O2NH2IIR5WFYPM4S6XI4YAVRCWOWNPEFHUWPJU,UBTVDX534XWCGH3XGLBFZLX2ENBO2M4QOSLDM2STTLNATU5G26YQ,3087278365
MT57KGZWHXLI4GBXRZUCQWNQQ7DP7M4LK5QGZYS4G64FC72A2L75JWSKEY,FVPZJSZJ7EAO36O7TTQMTKJJNUCRJ6COYWJQHFCWQKGQ6NHNHQRA,1669024451
47IYOAEO4V4MZIGFLXX2Q5VUQGKDCX6BTKWO7TA6KRD76Z2KS2JNZQK5A4,6XEVMQOL6KW24YDINRJ3OAOAHOBL2EBLFA2XXNNBRBRMETBNFNXA,43000000000
FCEHO3PGMJTEJC6AXYSUWOXZGJIVP2ID27C5MVIZBHUDWDXMIGK5S4ZBPI,HMIXCR4Q42A4EUIQLSRX3SS6RWJRLIG67PQA23AJ26GMMVB5L3FQ,240000000
3YNHSFFD5OASCXEAVEXWOTQPESOPHO6UF7CEONICM4URAMZMRKBLS3ZCEQ,5FARNE6KL3RZYV4DCGYU2ZUVDPMY6DKUJKQMVZ7OZQTGDNO3WS4A,7000000000
3NKFFRE3HFE5BVAD74V7F3U4NVGGSAROMFO5D6AVWIEQO3WXZ5GNXNP4GM,UH43I4ID6JODSFLCKVSVXNEDNMARZT2YSMV2TEQN27G4UZ4YCVCQ,2000000
ZPGX3CPLD45TWM4RGGPU5SCFXJY4XUHIFRLGU4DHR4XOROMY6TQFNSJDPM,IABR3EF7FY7LAW6RM53N2YP7BRELYYEZRHDQQLEK3WKMZ6ZMMUEA,200000000
SNLRM2XTCAQVE3ARHMKOPQQNTYUB4OKU2BHJQRYMONDSRBXQYQ54K3QOJI,JK4JFMGQXH7QB5YGXCKB25IB6RIYXQ6ZW6MK5VHVSFZ6XHSGLAZA,7709000000
54AKWEBU7563IGZUBL66YFVCTJECOAX3UGV4LNKOHPL7HJ2DW5EYECZWKA,JTPEKIA7ISJTGIFW6IJD4TEM25DUV3RMVB2324MZHGWYRS4DNDVA,2000000000
FT7UTMCWHXIY2IKANXOZFQHCEJG4Q7T7M5MRT3NB6VFNJN2JCK6NHG2ET4,AREU2AFKI4J4RX2VF2UW5HLE5NVMK6MYYHQUXHJ23K2LZPGT5BLA,3000000
CCUAJ5U5SZJJJOTUVBISM43T6HSFP44HLTGJ67OWBPTX7Y7A3A5FDCWOCU,VOIYAFH6J46FHBYDLYJSAWSIUEQGPH7LWMFTAH7UWEIRVJ66GI6Q,1193365139
M6R34XZ3VVNOXG5XGZJB6XY2OKACZGBCYFDCFXVBL66VY3RMHGTOOW37ZU,EF6FQW7X7KZFRSNWDBAJ3FQMGFBNMSSHJH5XTO6KCVENF4NVBSHA,1309779289
KVMFN322J5IBV3XMZYE3MVDDNVASWPWXXVVQKWKZF7BZ45H2VHCDJMLWIU,WZSNNM2JQ5S7R3GKTB4HZHUA4WRRTNYCQWAZBU4OA3BJBC7DW33Q,5516150423
AMXDEOE7D2NHACFLS7NBCW2MOVOO6JWTM7EBCMVEPDSCJPOQVJA6HV235Y,TXVKMGAMQA4B2PJQ4LOZHWKQA4OGYELU3IJRGOWDT5BTOLPRIHFA,1413787014
7BWBGML35RULSGJLEHYEOT3ZRFREEZ2GS2FIIUA7NLZBH4TGKBGT4AHKVY,VI6CX2BE3M3YHWLBPHRRPIXEN4FIFVIFGSOCJ47NNKTK2EV7ZUIA,11121899837
37OYWJ53X7LIGKD236FRH2Y6FJ2FRHRP5XTOOCK64L6CT4PHHF6KSHYA7E,B4JW62YPHFSSTPXVFIT7IK2C23EX7WINXZUZBRA6NB47GLWJRORQ,1871475254
ACUOL3OIXKXI5EGH7ITV7OEWFFOOFR66PVKWLK7JOLHGORUD55UQZLFEHI,OG2L3FFNNU3FEWM2H23GXNRFWDDJWFHW6YMKOV5JAQBCPNJXM2QQ,112902013291
XEOXJEG2NKHDFRJUDL7CR7NWYKHXTVPZOA7BRYHYZNKURK7XAIHIEXO57I,4Z3ADEYHI63VEHJARUHJP7C7HXBYKNT6GWKIDF3VAC27MRYNRQXA,207000000
CZ6RI3JVXLNXNCHVL2WDTMDOZS7FHKCYS6VWGPUCPEB53WIZQ7LEJCKK4I,ILZ66PTMGHQO6SZCAQTYQEQ53KXZDJBFKEPXL35I2WH7MB6MSYFQ,200000000
T2Z4BZDIB4VZPV6S2LGVIYCPPFY7NGEPX55R6DEAA6SCHJHEX4P5ZKH3UI,BFFFIH7PZ5S7CJ5YQQMI3KZDMGNYOUWVYDRWEPGDKIU5JPTW3XZQ,30000000000
SLOKPLAXJGLCM34LOB7B5DESJBZOPN7BJFZ7ELYGJRXK65RJ35KYPFZT4E,SUQEJ4MMENB35P3PXMJ3ZF47D752FLSJ34VU6YZSYOJZ6Y5GN4UQ,1700000000
W2AFZ2SLXMMFHNQPPVCMMHMQVR4YZ6LLF2W6NN6NR3Z4B5OUDN4H4G4SNY,TE3QWRAHFG5JP6R377ST6BFWXR6QVSMY5TKHUWIKGGSOIETKBALA,44319367
U4WSTD2RZ6HRAGEF6ZEPFXSOW3W7PVF7ZVLXWM3FAI5PZ77XGKL6TFOFPQ,33PHB23CSZFFSC3XXW6YEW2NYFK2GIYYNHCTAQT4HNKWO54WCPJQ,18997926
WFGVPGQS5JOMBG56GWAW5TISDDTXVXVCMU4NPUXI53HBDPHAGQT6DLEVZA,XM7UDGCKWNT3F4LQKFBULFE3GE2OLD5SJSKOH5APGD3GA6J65OBQ,432163109
IISDMT75RFDOGIFPJWFA275JUJFCB6FSJR6XEZ5JLKMUDHWGFIHTCJ6NYE,MVICCIOANG5PIBLJOE4QZ3HTKVRBLBZFX4X3FDUX24OVZFU2G5PQ,1344440453
UNH32PQW2WT6AKOETYOZQMOAA7KQU7ZGUAZTSTPXLFSYEVR6R2ZTOXBH3M,66BNTPF7C6SYYRXGQJUZM222ABYW4NAJL6HJAGTYJM4QMXPMZ5DQ,6989245124
WX7GNNDBRKWYL7L2ZGXSZJT476GQYHV77Y476LHUZI3IIM6DNCJTRKEOS4,D4TN7BYCJLSW3JYV3DZPFYOR7IAQL4EQC3DDAXBNY2MCZGXPAMIA,25000000
BO3URVCAGKZBLIZXYCCHXFGVW66KEB4RRRBTYQDVEYQK5PRU3DZHA7KFLU,HARW4JC5GOI4X6UVXUMCMHUIX7H3CWSLSIYI3RY7T3AJUZVMKP3A,60000000
S6CEA5NM5OCQVB3W5X6TXMCQ3LDFFWVQ3LMPVFV7BQZZY227XBJBN7VSU4,4A2C5UYMWZR5OZFEIBSUH2FUPLQ7GGVFOGYMNICWLNPP72WPS6BQ,37578000000
T7A6S63RO6AH7Z5AJWYCKVLIF6TJQXMMVEK5PXTJEXRLQ2WQTH7XQQRMAA,ESQEIOSVT3RIM5OT2KYFD4WXYVCBLPT7JMBSLLUQWAC5EVOLEXYQ,1570772469
STKEIW45WCGYJT7JQ7RHW47Z6LPWTZIPMHHYTEGRQT5DQVTNA5PHOLV2VA,2TG34MBPJ2WX2OQKU74ZBODBJJA5KHC26EDCCA6LSLPMEC3PMCJQ,2833605746
C2UWNTZRDZZNIYJBWRI4EWUA6XDSXTAFEENFBL7QFBBDJBNSQ7CCYGJ3BA,XESYHB47GO4BCLKQ43JRPX5W7FIMLTPZ77MQI4QOJQNXU6P4UCBA,4274420272
4MSOPCBVX7FN5VEFY256WZ6RKLP6FO52BTMBISFKXMP7NQ6MZLEPIMJOVQ,53EZ2USNLIEFOJL4OJQRTDHB3EJYVVEGHGDR5ENEZWDSIUCBJUJA,3187438553
K4G2CJOFDARZQ2PT32UJDLYRMRWQL4FIEXV46PGDYELDKQ32CDH4ZWKUYA,LPXECYRFP6D4NQ7L3TK5O3MYCCJKUTSQHQF4V35IVZGMSNEYPC7A,5544148161
PUQETNPNEYTAGB4UMK7BU7CCR4IJVISLRMDOCGWIDYZKO7IQ5RSU5OUBDI,R4HFIEMJ6OESXGB246MALHSJBXQMGRLINPWAOUGR6JFDCRC76ECA,38480837355
MZAOOEOQ5RC7X5NRWIT445TFLCZHJ6LPQPMUSPXVPX3ZG2JDLJD2QSAKAY,RSDC4GA77MBJG3MLMQX7MNRQJYQS456VBOX5FQYR2PQR34KWIKVQ,184000000000
ZQJBKYVUVJUPHLXOUP74HBAUP4HCA4XYRHPPJD54SHLKBLQIDRFOJV6A24,YHYP7TRXVKBT55O3JAZX5WFKPGABAC4SXWXVJSVFDZ44RNQ7VDUA,88727417121
MLAT5HUBE5TNE3QNFZDB2IF5UBN3WW5OJ5XMIFLKSZPG5DZ2MFNYAZGDOI,WOAHJACAF42GLZQJLYNBRN4PPVGBSNY6UWHVWEKWLG63RUDFQ7XA,4500000000
GJ7SLLT5NDNJH3RWKW77HHPLLLHSTNJO4EA2RHDTJMAFKBJ3I5AMMKJXUY,L25SKZ745BZZBQS6M6XPMOQZTO7LFJ7P6EIOT54KSZGTS3X7YZ3A,27210742424
ZPZTVGJUHZ3VK2IODPNAGFE2S2HG6GBNSWA5U6LVJ2FLGWJHLD2YGVGWXQ,ZDMBYV3U3LQ4IZMXJLJYT45X2VGT4QZKOVY4RPDIN7Q2WV2IIGTQ,3035592
KINP3QMAETE4MNNA7YF2XXB5L4QCF53QNUY2UHEQ3AHN7KYAJDNP6BORSE,JYB7ZG3RKOMF7KASTKYKDMQGBEGOH76T3HNSKGPN34V7EUYSM2XQ,20542605210
EWQAFNP3DDKON7NLB2AFGQF4ERRQCOJ3TIPNHYRWTPRZDQLSUU2XDBWTVM,DPSJHEAG3N2AYMUNOWPU5OAONXWWPK3RG5MH4ADVXLE2DQK5JF4Q,50555000000
TI7F5IKWQLUTSYM2JSNHIBDQ5XYKNOUZ2SX44X3TPYSG7UZKJ5F5QBRWKA,SBJH452K6N2NDH3YG7ZOZ7IMF3PB53OS44DEMHQ26S5ZZ3HVCZUA,5505677490
VJSRSADQYN7GJDJ3NUVBYSLXRFKBGNGYRHOMVIQIUE5KMZ4DNAVPSYBQFM,SUE5UB3J4SUPFB4R7BNHD244U7SGNHMVNZOFMFOOVXZO5ITM2XWA,100000000
JIUC5Y6E372ETBOCNEWDF6KQ6YUNKADCO7TREY6AS6JA4SZVKN5AXJI4WM,746ZYC572TAMJCHR2Z72UWWQMBRLOY3HRNL7XHDNXYG46A4QDTBA,4197328260
XNIJSNW3U5LRPF2P3V57BQUVGDC6XJPRKPSW7DQD6UZNNYK6KSWKKIZSZI,CZIMBT6NQFRZXP6NHMKTKQBVPGN3KGQYPWYSBY4BSFCNAGUATWFQ,6112422759
52SFKJB7KSRLSCVUBYFEBX5Y5TPKTEOQFI66K4IA2ZSVKRPE2MRL24U6PI,HA6UHCXY4GWUTZ7MEVARLJB6ZO3VQR625XGZRXCTESJQLLTAPHBA,17100452645
4MGNW356PZGMZ2PHA4ONVOGQTVZYYGQBPCVBKWLXEW3UA2OY37HEL6BFVE,OKJ7IETHJH7PJEI5EOUM6SBY5HA7HM4LDBOCQPCSD2I44OLJB6TQ,5838328539
Z72F7BLSGUTILTKQK6OV3THDSIS2U54ABC2QGMN6YTF5V6BLQU6YTJEDLA,Y2XMCMUW5TXCDHK2GINTSQBK5MMNP547JFUFHXR2RDCNA3WLRHKA,3999274836
HZWVWA3UKIZHHZIWGDG6LG5ADZUX55AODNENBU6BUVP7NP6PD54HJVH2XQ,MLWEYU4VQR2V5GKPUUAHRQRIG3XW3TSIUA2IYLKG3KBMQLS7D4KA,2233231129
EZWCYCJPTRLVBIJ72GZMGSYE56AD2WZRMRBXEC6VCQ6CIWICSY4LPDIXFQ,IPKZRDIZOUWXIJPXMNSE4TVD3PZJ3WVQBCC4GBQ6NY37VTPOOSBQ,6721331704
CNJLFINZ4MRXYHZ6I4MVSOWLBT4MVYNKBXCSNKWU6XBWNNYLZQOSMT5LFE,7WZ4LAMAW7DB2XX2GYFH5HOAZ2YORRCVSLMAUYBJDS53V43WRR5A,20090450340
IJ6TY4IB47ZTY6OAZ674M5O5YAYGKVG2YPK5S7WHW5IXLOD6GGGTS4C7E4,MSN3JTJUTUTKV3UWP2ELGBEWLOO2KTU3P4JAK7ON7AUJJGR2U5EA,3547134456
M4EUMJCJSS3B3EFJ5DQMYXZRDTP4K2RQJZG75PIRSEJJV4EZIBMST46QIE,INH6LCVQCNZHIIKPROBALKTOC4H4RCR3KPKWIJW6MJ4AU2ZNKMZA,6305717749
KKDUO53SF2BYTEAWDUL3KDW6HJEZX2JAS5VCZ2TZBAPFNFOYCO3XH7R2QA,CISGEGA72XOQJLXAHW4YKMOT77PNVBPOQ3TEDAU5NENCV3E3ZUKQ,27500000000
YS2ANRSZZDOZQT7462ZXJCUCOUTCGVQFSHOKXPVMDSACLA5XNO2WKB27WU,OBCND7X6RKL2VFMR27DK53IFHIZDQT4PYQX4ZA37V4ZJZKQZ47GQ,1204913766
35MLCCGMO7X3Y4XKGIAUGUYKUU3EBGCFT45XTBNYPRIDQDE4EE34GMU6ZM,6Z64OLOGY36VZZJ3KXAWSXT4CT7CCBL66IVTD5QFHCLJJIKZQVPQ,938913661092
XKH55NASDVT4VK2SL26DEZQXZIQQPJR2MPIGHWH2EGC2FOMWUACAWF3MDA,GAI5HA24EX7HIZ263AEXFEJ57TID4CPCNGNCVRZX3AXDNWBT7OQQ,1068093414
ZTGG7V5R7HG2M7DA5K4CHIPG5YV2VH6YAYI6I27MFAVQVEBH7SMLDG2RHE,JSBDTHDEEPSUSYR7FP4CWS6A3QB7A2QNORX6OCRYGFUMQIVZONIQ,1002000000
Y2P4CXPK4E62EHPADGV2F3NS2WBY2H3ZT7EZVM2TWWPKNVB6SJPFVEPWBY,TLRRJBQQT6GCY7APIVLBAI27MTZLVTD2AZND4AITVXHPAGQDLB7Q,101000000
QJ7H2JCMKCXMLMEOSZOP7S3WAY3QB5PGFN654233WMUBXZRXSBN4VOTTNU,RSQQD6BKCEMQNIJXBQAB3ZHZ7OKK54MDZWFTGFCIJKUSHP2SDGHQ,11278613
A4RJ446PE7QJ5OJRE7FPJUD7VXOLNIR2ZGRNJ2MOFVNZNRD4U4AOYVGVII,RTKJXDDK2MQBROQIDL7OD2KN6QZVSSNFNUXDK5GFOGXKJ7IN5QVA,24032340389
7EZY3GFQZCFJLJ4ESF4SHCPTG4XBJCQZGVHFJA25U34FP6XUX536M2SEPM,I3CEPZYTZFNRSUXSS37Z47WRFALWO7GE5AEBEOY6HDQENHIAJZBQ,202000079
BE6Y3IOGE3B4Z3ER6S6A7YK75E5VRF5NDQ2Y5JRIAGSORA325ILCWF7I5E,7A3PZPFVRRCPNXYM4GJB6XAKHLT3WTOLXDMYOPGHRUGMLU53LKEQ,28305000226
MDEVGQ5ZB724UXVDWZP7VIFOKJNWG3ZUNLYWYINKDMTOPETH34W77K4CPI,T5VH3YD3EE7UW6AAYBMLOJC3TB2XDG7AJY2JL4GEACFCSIN2ZG4A,1000000
HO6GDNLZKMMJ4LWJXGZ4FIJFLWWFYURZUQBC65RQVXA2BXSTC4IVYD5EAY,NPI2JZP2G455MKJ6KAULGN765KGDAD5FMYDE3OPIQP6JPGYLMXJA,2625399562
ZVJ5EA5SOBDHZHJZ523OOII3S62HQWBDG7A37FT3QOWWYZGBFRUZLN5TGI,J7DX6CFEF7V3NWZBBEUYCNVYSKNYMEIRQQK4PT3FND3TBRMSW4GQ,17097712
26BHI4GCHXZZGKG5KGVQP4YBY2OLNEOD5XH3474NWPCMXWJPI7ENR64MPY,EDDVEICEXYVJ5EHQIYW2MMF36A544XBXSXKMSFUOGQ5UM5DX7EQA,49000000000
BFRRRIB4TY7K4KV7YMYV2CN3O3EJRKKABSJVZCKH3S5O2JHYA67I2IKR5Y,PQDQ3ZUWMAPDCVNPHYTIEJBDIC4MEPALCKJUBAXZQ5GKIPSI3KKA,16792453263
PCLNM34TDJD7NMT4F4UOFELRFHPQQMI2AQMCKCF5AVJCJNXYGY36YFRNRU,BWNHPRAM2VRZJOJMLSOSPL732NBUYHN5SUTEWJNM6ZFUJUNUOC2A,2000000000
JUXX3ABRNWI5XPGXFUVTXLMLVLARBAQEVS5J5KCTMHQSW2T2XAXJUDZT2Y,5QLD575D4WJ5FLBXCA6TJBYF5H427OJRXSRUNMO37GPKA645CQSA,13233863399
LB6T6TBN7OVYIZEYTNF6M6E6IOPQ2LZGOIAMD2GKXN42VUAAJ5NFMRYLUE,ZXGNIGOBKJOFN4IM6RKP3CA2ZPPIYP6K3PEFR36P4PTYGGUYWEQA,145320000000
T5KOGS2DXU46BEZID6QXLERUBPTGPS4QWE5D4RPTL7CB3C2FO4NFFCFGYI,M4Q66VEYY3CK6RAH6IDZBB5RNAJ4TJ52B6N7KFJVWWGL4U22YGLQ,5000000000
2QX56YXGRSOD6ZG7EZJ5DVAZLXRTL4T6PXXSHT5FRCXLWWZ3R5QYVVE35E,HZXCETH2OACF5JZ4UL7DUQSGGJMVHTORBNWZDNXTKQELWRW6NEHQ,500000000
UDXCG2K5LI4WPF2J57MGYK4LDSQCMET7EY4PME5PPLXDDY2QQU5UOL5BMY,O7OJNWF7ZYIFKZNYPLJAIASPKEKIKSBEIUAMW72TELFTBE4ANGHQ,112060224402
2SKUQ4AD5VF6ZUSJ267FELBZ2S3PFAQK62HNN77BXJYGRBQTUR4LYUQG7M,KFQAYMSCUHUQCYI5TC4TV4GQW6QPOGFBIWIZHALOLFPDC5LJEFVQ,50356600000
4DBHCVWY6TTDZE2ZBEAP4WNCDNDB3ABBURVJB4DSROD273F4GBTGFJ5KPY,PS2RBCO5EUMH6DGN6QZJMJYQSZADYCH3DTPPAH3YPSOAK4YCSUVA,160000000
JSL6OK7URDHD4SCU47DJ5U2JW2BHYWQTCMFKSW36WQHS4UYMOJ7GYL3J5Q,KOS4P4Y7XXSI6JKWYW4T6OK5USZH4OTPNUWYHSMPS67BL66SLLEA,243900000000
T7UQU3RUCKXW6XOEQTKCZKBH4ANSHNV2P2PJNZA733OGDZOD2J4IVQYRUI,PNX2MASMNJGWWB2DVOPVGMBTGBAHTMJ3TKBVP4GEEIF5BQDCQ37A,105000000
SRSMHLACP3GBOZD775YA7A2O64YC5VG63GCRAGR64CTTX2CBOA4RD6VVAE,HHYJ3VH4WLCA333YYDY6OR7ZOPTNSEAFXQC4DFULLX2CCWXDONUQ,1000000000000
U5VB2P6N7P4RZQ2Q5QIEHOWIJHQACVMHZDQI2YDEXDMKXKT56LOFJF3P3M,DCA4RUZNBDJBPB6UDHYREPQVBTTZ34KTSXFS4RCJSGPJ2ZCKDETA,19628779
O3P5YF727OL4YO4PDMBNOEUF4B7BH53GP7RYIPL4Z2RNJQRHGIQYXA6NZA,S6TJOKUAJOI4ZJPG777UJK2URMKO7W4OP4XQVSMO5PG62IB25NTA,200187084
KFVSMSTE7HALO4BKNPOAGFH5MSRQHV5AIIEKB5N22T6WCQCZSG3UFIJS4E,SYHJG46FONNFFLFBK4W46XUMUF3YUPBE7Q2AQ7XXVV4XHQNM3HDA,2025169489
AXXUPOQUNF4Z4SWYRAEID3FACJMXDU4FCTF7HSHDZZMOII7LF7SB4ZHCG4,XO5IWZCKFCFQL2FGED5KALRZMEUGDIMASE6OHLHAVV2DMRH5ZUZQ,329165000000
P3PFDDDCDLQK3LAMBDQUOIYCELLMGIXV2JYIAS7B3JM3NWSMRAOCX2IKMM,ZZL2Q63ZQDPKO2NHR6FLMVCDGRYCNHD5IJE3W2BJRKZAVHCAUQ5A,883611288
7N52SVOJDPEPVYPPA2XKN3GVUXOLWQBI546TH63AUDTGQ6PLVXCNR5DFNU,JBH5PKWFCJ4LBA3XFGCUI6IIY7NVDLTBD6X77NYQDJ5WDYSLUFZA,2000000000
332TEO4U6OGA5QFICBCV7JNH34TA6EYJ37CCJFSFFVNNEJ3GY46TOQ744M,KBJGVSITQ5OYICU6SB5MJGOFSSDV5SVNRFOXV7CLXI5ENEWXAXUQ,846040585
72QQHM63ZV42CIOV3Q6BA2JL7YAY74VSIHQKS3TQXBQ7FZWQGR7J2SAEPU,BLXXPDK3YLWMZ5YAUGXYJM2AIW6M5CDNXAQNGYLZZJAACQW2BR6A,1998174073
KYVARPZOQ3FJ5HIZOIOFCS7YX7S3WY5QLAIJ7NQQH5TATDYYY6UJ5YEEPU,TD24SLIYQJ4XNONSDBDKA3ZILMEU6HUUWFL3RN5GOWJOFOECLEKQ,16254890433
JKEEJOJZOKNZUSJIV5S2O2EJ7D6TNAYSESNUX2LB6MBJMHZ7ZX6LUOIYXE,2URGLN4XNIOA57QYHP5QGINJ4MLERHBETSSYS6LGE32QZKLIQLQA,11828333322
X5TQYJFS243WZS5PA66ZYYQ4FERZ24QJ2424IX6CH2DHHY7MALNE4JHQDQ,SANXNU5H7YT3GAWFR32EQFY66WA5ILQKRCF4XXNT5Q6UVGQOUEYA,18382553470
FOS6ZHCPQIJ4SEFSQNWHQK6GYGPIBRVWJ32LEMK2S4263RHBCQBGYXJ2JA,KEBXNLITHTFLIITRRFGWY43NXZPTXKZOLCC7RHFBBAHPHH37GPHA,2316248041
5MYN3QFIW5EVPHFOZV2DODFVYAXWBN5ZWVCSSHFSHENSFY7YSSP6GRMVHE,YENQVOR2GV4PF2X2VCOMK7Z5DIN4COOSKKRG3NJIJAMAL7E25M6Q,6018992934
BXPQTE36B6NNOABB3NFB6G6Y7D6ZXDHRPKV6ATH6AMUT3BAG2TWRDVLO6A,K2FWYQLAEPBL2QOTTH5RSO2NJH6BV2TDYFC4EZAOUICG5LBQVE3A,4295330568
66EVSQZ262NNF37UFU2CZK3RINYRLWC3PNNQXH5QDZWGYG5ARSFTO4KV4Q,QPVIL2RT3PMN5GJ2F24KSV7OP3MMJZVHVJ4M5V67WGONIYO3XBPA,47600000000
U2REPGETHD3HPM73JM7PJRAYIEYMRHNMW5KKDOJOM34LI3GQ5EQSPMRKYE,KT6UZFZCTFUDYWGKRV3TVEXOQKXP66SVUVAFK6GEK54K4KV62RNA,2169529446
GRZSU56QY7RO2NHKNKH3UWJP4K6733CK3IGNHFJ5GX6SG6D7BTW6OXEDZM,7CFCHVQESJVHWWHM6ZMFL535XPWGJTCKAZ6P2YYHW5B4SHFFVTDQ,1115000000
3IIDP7SY277HC7IL7HACK5H73PBSIWGQKNBDFAFMUKW24MDFCPXPTZRBXY,NZOPG3NTK66C7DB36C6DLJW4MPAVM6EVTBD5VFNQISAIXQBR4BNQ,411023692781
OIYMHFQT3YMFMHIFMYPTF6C2WEEQLI4OHCUQXO5SBHA5KKO4NCJUK3QCTA,TJRBMO4XR2KE6FPW4VL47QD5TT23YRXLDFJK4TJCLOUHSCDEU66Q,806945622
