Address,Transaction ID,Total Committed Amount in Algo,Committed Algo Amount,Committed LP Tokens in Algo,Total committed amount eligible for extra rewards in ALGO,Registration Datetime,Beneficiary Address,xGov Controller Address,xGov,period-15-voting-session-1-measure-1,period-15-voting-session-1-measure-2,period-15-voting-session-1-measure-3,period-15-voting-session-1-measure-4,period-15-voting-session-1-measure-5,period-15-voting-session-1-measure-6,period-15-voting-session-1-measure-7,period-15-voting-session-1-measure-8,period-15-voting-session-1-measure-9,period-15-voting-session-1-measure-10,period-15-voting-session-1-measure-11,period-15-voting-session-1-measure-12,period-15-voting-session-1-measure-13,period-15-voting-session-1-measure-14,period-15-voting-session-1-measure-15,period-15-voting-session-1-measure-16,period-15-voting-session-1-measure-17,period-15-voting-session-1-measure-18,period-15-voting-session-1-measure-19,period-15-voting-session-1-measure-20,period-15-voting-session-1-measure-21,period-15-voting-session-1-measure-22
X47XOBU66DU3H3KYPQLDZXKMATY4IGCCUS5KMKHRUHR2CUEFPCIC76TXWU,KNRHYKXMCXQRQNCXGQICWYD6M5SV2TDRKDXMOVU7VOUTMVNV625A,1000000000,1000000000,0,,2025-07-06 13:19:48.225502+00:00,,,No,{'a': 1000000000},{'a': 1000000000},{'a': 1000000000},{'b': 1000000000},{'a': 1000000000},{'a': 1000000000},{'a': 1000000000},{'b': 1000000000},{'a': 1000000000},{'a': 1000000000},{'b': 1000000000},{'b': 1000000000},{'b': 1000000000},{'a': 1000000000},{'a': 1000000000},{'a': 1000000000},{'b': 1000000000},{'b': 1000000000},{'b': 1000000000},{'b': 1000000000},{'a': 1000000000},{'a': 1000000000}
GS4FVQA7NILLOLBXKBHY2F55Z4I3UXG3YLKNVSVA4WOJ5OPLDOSW5CTUGM,Q2CLJMNBH4NE5LKBK3PIBV5H4DAPREMPKA5HHZ3MQ5X6FXKOB4DA,3200017803832,3200017803832,0,,2025-07-06 13:19:23.050783+00:00,,,No,{'a': 3200017803832},{'a': 3200017803832},{'a': 3200017803832},{'b': 3200017803832},{'a': 3200017803832},{'a': 3200017803832},{'a': 3200017803832},{'b': 3200017803832},{'a': 3200017803832},{'a': 3200017803832},{'c': 3200017803832},{'b': 3200017803832},{'b': 3200017803832},{'a': 3200017803832},{'a': 3200017803832},{'a': 3200017803832},{'b': 3200017803832},{'b': 3200017803832},{'b': 3200017803832},{'c': 3200017803832},{'c': 3200017803832},{'c': 3200017803832}
2V4UTCHNXAWQG4FHQY2JVWRYUPCRJTGEHCXHHRTIPBQ6B6MXSL47QV2SQQ,DZA2ERSGEMMGCILPDBK2GBDPTWAG7RQR2BMIRGNM6RB2WZU4WZRA,331336000000,331336000000,0,,2025-07-06 13:09:23.295461+00:00,,,No,{'b': 331336000000},{'a': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000},{'a': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000},{'a': 331336000000},{'a': 331336000000},{'a': 331336000000},{'a': 331336000000},{'b': 331336000000},{'b': 331336000000},{'b': 331336000000}
AWUZJZYHK5QRJWQZEVL2OXFKZWXZAI273PBAOUS355A4RCQWNRI2UKU4QE,FYQ3SGAMUOV7CVPBMQW6Q32APCQ332DKJY55WKWNVXW5WJLTLG2A,4032387523,4032387523,0,,2025-07-06 13:04:12.029822+00:00,,,No,{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523},{'a': 4032387523}
ND73CHYBT2RTWKUUV7DW43EUAJ2KUDT727RKKLI766BHVXYVAPT2LIWOFM,PCOEI4I25QFKVHKFF7A23J7MHKM5ZZWZOMHVIUM7QPIPFEM4KSSQ,12491108773,12491108773,0,,2025-07-06 12:58:02.349329+00:00,,,No,{'a': 12491108773},{'a': 12491108773},{'a': 12491108773},{'b': 12491108773},{'a': 12491108773},{'a': 12491108773},{'a': 12491108773},{'b': 12491108773},{'a': 12491108773},{'b': 12491108773},{'b': 12491108773},{'b': 12491108773},{'b': 12491108773},{'a': 12491108773},{'a': 12491108773},{'a': 12491108773},{'b': 12491108773},{'b': 12491108773},{'b': 12491108773},{'b': 12491108773},{'a': 12491108773},{'a': 12491108773}
45HNLKPV5VVF2IUDKC2K7IZBS6X4I4THRRKGZITC5ETLW744WRRHJAG3IM,D6RMN43NQ5DSANSRELYF5J6MXJQDRWEJ5TIGGATE7B25LE7A2SZA,6025840913,6025840913,0,,2025-07-06 12:31:59.195299+00:00,,,No,{'a': 6025840913},{'a': 6025840913},{'a': 6025840913},{'b': 6025840913},{'a': 6025840913},{'a': 6025840913},{'a': 6025840913},{'b': 6025840913},{'a': 6025840913},{'b': 6025840913},{'b': 6025840913},{'b': 6025840913},{'b': 6025840913},{'a': 6025840913},{'a': 6025840913},{'a': 6025840913},{'b': 6025840913},{'b': 6025840913},{'b': 6025840913},{'b': 6025840913},{'a': 6025840913},{'a': 6025840913}
KO4HHS4PT4A47O736ETRDFNU4V5WHJ5HR3ZI3JPRXQPWL6Y54KU53SCR7E,2EW4P7QYRNBJD3FLU46YZG3C2RV5D3NM2T3DLZSRFVMK3E5CZ3SQ,34000000000,34000000000,0,,2025-07-06 12:17:36.498527+00:00,,,No,{'a': 34000000000},{'a': 34000000000},{'a': 34000000000},{'b': 34000000000},{'a': 34000000000},{'a': 34000000000},{'a': 34000000000},{'b': 34000000000},{'a': 34000000000},{'b': 34000000000},{'b': 34000000000},{'b': 34000000000},{'b': 34000000000},{'a': 34000000000},{'a': 34000000000},{'a': 34000000000},{'b': 34000000000},{'b': 34000000000},{'b': 34000000000},{'b': 34000000000},{'a': 34000000000},{'a': 34000000000}
7QKBHG7WJFJZCHO7HNVJ3ADIEO4NPXPUMGDIUEBM2NCVDTCM3MH3DFQIAM,LZVJCQBETCEGP2MQGI4RM63GJAWDZL3UL5SYLEOZRG5UV6TZBQ7A,110000000000,110000000000,0,,2025-07-06 11:30:26.553903+00:00,,,No,{'a': 110000000000},{'a': 110000000000},{'a': 110000000000},{'c': 110000000000},{'a': 110000000000},{'a': 110000000000},{'a': 110000000000},{'b': 110000000000},{'a': 110000000000},{'c': 110000000000},{'b': 110000000000},{'c': 110000000000},{'b': 110000000000},{'a': 110000000000},{'a': 110000000000},{'a': 110000000000},{'b': 110000000000},{'b': 110000000000},{'b': 110000000000},{'b': 110000000000},{'a': 110000000000},{'a': 110000000000}
UO6OFNHQMZUGG226IC4VVKZPWC34FAQT4GNIXS5Z5ACS7JJME66TLUX3LE,UQ4S6OOQIHKRGEQNODO5OFAFLENP5Q5GKPMASYFKZS5K7376VUSA,1218379022,8792375,1209586647,,2025-07-06 11:28:41.409376+00:00,,,No,{'b': 1218379022},{'a': 1218379022},{'a': 1218379022},{'a': 1218379022},{'a': 1218379022},{'b': 1218379022},{'b': 1218379022},{'b': 1218379022},{'a': 1218379022},{'a': 1218379022},{'a': 1218379022},{'b': 1218379022},{'b': 1218379022},{'a': 1218379022},{'a': 1218379022},{'a': 1218379022},{'a': 1218379022},{'a': 1218379022},{'b': 1218379022},{'a': 1218379022},{'a': 1218379022},{'a': 1218379022}
MLQYXQMP5NJAZGLUREXRDQTGFRNI3ZOLPBAF3545O37GOYP6NTV7XKBLEU,TWWATBWZZD7YGAGWEQEXMUF5F4C6VOYXQVC3I5PI2XKSUO3DYC2A,60000000,60000000,0,,2025-07-06 11:21:16.791139+00:00,,,No,{'a': 60000000},{'a': 60000000},{'a': 60000000},{'b': 60000000},{'c': 60000000},{'b': 60000000},{'c': 60000000},{'b': 60000000},{'c': 60000000},{'b': 60000000},{'b': 60000000},{'b': 60000000},{'c': 60000000},{'a': 60000000},{'b': 60000000},{'a': 60000000},{'b': 60000000},{'c': 60000000},{'b': 60000000},{'c': 60000000},{'b': 60000000},{'b': 60000000}
MCYIJIIT2E2YQAVINBN23C7QQOWJJPZTTWOH6F6PPIYBSCFSWHH7AGKDEA,5RI3TCNUHSS5F5LXVC3ZF7KHCKZ5OPYUHVZM6LU7HF2UAH4IHS7Q,1415933061,1415933061,0,,2025-07-06 11:02:59.266827+00:00,,,No,{'a': 1415933061},{'a': 1415933061},{'a': 1415933061},{'a': 1415933061},{'a': 1415933061},{'a': 1415933061},{'a': 1415933061},{'b': 1415933061},{'a': 1415933061},{'c': 1415933061},{'a': 1415933061},{'b': 1415933061},{'a': 1415933061},{'a': 1415933061},{'a': 1415933061},{'c': 1415933061},{'b': 1415933061},{'b': 1415933061},{'c': 1415933061},{'b': 1415933061},{'a': 1415933061},{'a': 1415933061}
LUZRTDSOEIVPIRULCV3NYRRUZWTG747BWNAGTWEOJALDY4675HDMQKXAMQ,MPXHCMECD3FK62DO3W5GK35WITNFOEPALV473HJCJC5BESF5YJFA,30900000000,30900000000,0,,2025-07-06 10:59:39.914485+00:00,,,No,{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000},{'a': 30900000000}
NE4QQGPS27475G7C42TZVGAXKDC7POPLWNDPUNQ7M6O2MRRRC32EB4C6XA,7O6UITWV7EVV456RCZ7P35LAP4YQT2YUTOX3CR7HZCSHIGKA6OAA,130427600,130427600,0,,2025-07-06 10:58:59.967272+00:00,,,No,{'a': 130427600},{'a': 130427600},{'a': 130427600},{'b': 130427600},{'a': 130427600},{'c': 130427600},{'a': 130427600},{'b': 130427600},{'a': 130427600},{'b': 130427600},{'c': 130427600},{'b': 130427600},{'c': 130427600},{'a': 130427600},{'a': 130427600},{'a': 130427600},{'c': 130427600},{'b': 130427600},{'c': 130427600},{'c': 130427600},{'a': 130427600},{'c': 130427600}
AVVVAHRBRVDMYIMNLLWGSUMY7KNYRGQMTO4CANUNG3VD6MWEAITYITOVJA,WIBA5YHHVBYW5M5ZOO5C5R43VV4FHEFNHME4UPM26AVUJV7NF5YQ,2992020081,4198126,2987821955,,2025-07-06 10:41:48.038677+00:00,,,No,{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081},{'a': 2992020081}
WRTLRXEOTWN6LVA2TWBAC2KUJRCJLXLSHS4YFG5EKQZOW3AXL6LM5AMERE,NVQ3ZBECX3KHINWU4WIBPGPKOSUGME32R2TFCRFERIOWQV5ILFDQ,499108962,499108962,0,,2025-07-06 10:28:19.708338+00:00,,,No,{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'c': 499108962},{'c': 499108962},{'c': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962},{'a': 499108962}
TWCLQIJFMDJ4FZQLMM4RAM32GK6UVQBPHR3LU2PKGW4E2CX275WYGU34CQ,JD2JPTBWWXGZ7JMPRP63PD5JSCQUHLVEU53N44QH3BPVZ2WTVB7Q,1921826963,1921826963,0,,2025-07-06 09:52:34.154879+00:00,,,No,{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963},{'c': 1921826963}
TNHR4ZGTK6RNJVTV7RYTJESLH2KQOFDBUZKQGPO6OJQQ3CZM2BKQMJTY7Y,CHH3JB3WTS23GJKKQ742K5KBSXM2KSSO7TGSXOZCXJ25Z4I7ZD4A,271571187253,271571187253,0,,2025-07-06 09:19:53.608334+00:00,,,No,{'c': 271571187253},{'a': 271571187253},{'a': 271571187253},{'b': 271571187253},{'a': 271571187253},{'a': 271571187253},{'c': 271571187253},{'b': 271571187253},{'a': 271571187253},{'b': 271571187253},{'b': 271571187253},{'b': 271571187253},{'b': 271571187253},{'b': 271571187253},{'c': 271571187253},{'a': 271571187253},{'b': 271571187253},{'b': 271571187253},{'b': 271571187253},{'b': 271571187253},{'c': 271571187253},{'a': 271571187253}
33324Y6QYFV2QE6AB52MKGMFBM74N5O5VG6WX5WHHHTQXKTALQVDZ4SB4U,I6VKCJIZLDO5VGVKAPI7T7TW4RU2AOBKGEEZWSRGQF5WXUI3UVBA,2000000000,2000000000,0,,2025-07-06 09:10:29.059283+00:00,,,No,{'a': 2000000000},{'a': 2000000000},{'a': 2000000000},{'a': 2000000000},{'a': 2000000000},{'a': 2000000000},{'b': 2000000000},{'b': 2000000000},{'a': 2000000000},{'a': 2000000000},{'c': 2000000000},{'b': 2000000000},{'b': 2000000000},{'c': 2000000000},{'a': 2000000000},{'a': 2000000000},{'a': 2000000000},{'a': 2000000000},{'b': 2000000000},{'b': 2000000000},{'a': 2000000000},{'a': 2000000000}
SK7BFQOTXBG3P4ML4C545E7LC2QLUEPVT2LOYKX6UBYANSY25D3CLDKUEI,JKMI54ECRAYLSVH2C5VWEE4DO4DB5WYVSG5IHFE7HKSBJ2S5BPUQ,1008366639,1008366639,0,,2025-07-06 08:22:02.129609+00:00,,,No,{'a': 1008366639},{'a': 1008366639},{'a': 1008366639},{'b': 1008366639},{'a': 1008366639},{'a': 1008366639},{'a': 1008366639},{'a': 1008366639},{'a': 1008366639},{'b': 1008366639},{'b': 1008366639},{'b': 1008366639},{'b': 1008366639},{'a': 1008366639},{'a': 1008366639},{'a': 1008366639},{'b': 1008366639},{'b': 1008366639},{'b': 1008366639},{'b': 1008366639},{'a': 1008366639},{'a': 1008366639}
EGK2QGSTJ2GMGGJOT4ZYPNJH5MA4BU7UWIX5OQBTA76SRAOF4NKD2JNM6M,AQBPZ2ZXPQ3B75J6GLHZHJVLHOMX3MK3WCMJ4T2FP3ZDIGN7TDFA,529958416000,525860000000,4098416000,,2025-07-06 08:11:52.545079+00:00,,,No,{'a': 529958416000},{'a': 529958416000},{'b': 529958416000},{'b': 529958416000},{'a': 529958416000},{'a': 529958416000},{'a': 529958416000},{'b': 529958416000},{'a': 529958416000},{'a': 529958416000},{'a': 529958416000},{'b': 529958416000},{'c': 529958416000},{'b': 529958416000},{'a': 529958416000},{'a': 529958416000},{'b': 529958416000},{'b': 529958416000},{'b': 529958416000},{'c': 529958416000},{'a': 529958416000},{'a': 529958416000}
5IVPULJYF3XFRWU4P4I2SUSOMRWXFN4F7KHLHTEJZ6HRTNF63PAOCTHCVI,OJ2FCGKHJDHQQE22GYNFSF5GBOYUFDJLR7YQ7GP6RFHPXZEOVGMA,100000000000,100000000000,0,,2025-07-06 08:10:14.937892+00:00,,,No,{'c': 100000000000},{'a': 100000000000},{'a': 100000000000},{'b': 100000000000},{'a': 100000000000},{'a': 100000000000},{'a': 100000000000},{'c': 100000000000},{'a': 100000000000},{'b': 100000000000},{'c': 100000000000},{'b': 100000000000},{'c': 100000000000},{'a': 100000000000},{'c': 100000000000},{'a': 100000000000},{'b': 100000000000},{'c': 100000000000},{'b': 100000000000},{'c': 100000000000},{'b': 100000000000},{'a': 100000000000}
SM56BNCDL6IVY2EVPYTMOIKD4UDU7KA6M5CNOKXNSV26LFPCPIGBWYD6SM,4VBJZSWWIWM2QR2JB5DCCZGLRWBVAYBPW66TJ6MIS7KFRT6XUJLA,500000000,500000000,0,,2025-07-06 07:49:00.969843+00:00,,,No,{'a': 500000000},{'a': 500000000},{'a': 500000000},{'b': 500000000},{'a': 500000000},{'a': 500000000},{'a': 500000000},{'b': 500000000},{'a': 500000000},{'b': 500000000},{'b': 500000000},{'b': 500000000},{'b': 500000000},{'a': 500000000},{'a': 500000000},{'a': 500000000},{'b': 500000000},{'b': 500000000},{'b': 500000000},{'b': 500000000},{'a': 500000000},{'a': 500000000}
X5VKBT6A5G2TUOXBYMLYXNPXHBJLB6VABWJZIXWQ5IFXB2G7HDKTZGJEZA,XBTM3ZMFTOMVQNJFFP77Y6JHPGOG5URBU3SCX2BZZZGHKVPL2WDQ,999005103,999005103,0,,2025-07-06 07:31:14.704027+00:00,,,No,{'a': 999005103},{'a': 999005103},{'a': 999005103},{'b': 999005103},{'a': 999005103},{'a': 999005103},{'a': 999005103},{'b': 999005103},{'a': 999005103},{'b': 999005103},{'b': 999005103},{'b': 999005103},{'b': 999005103},{'a': 999005103},{'a': 999005103},{'a': 999005103},{'b': 999005103},{'b': 999005103},{'b': 999005103},{'b': 999005103},{'a': 999005103},{'a': 999005103}
WTQBAQUVUATBEBLLLHJWAN27SSGH2YTN3Z7GIXC654FY4TL5JEZE2J4Z4I,N3CPBEEQUVFIYOOJHQ3XFVR3KODRYK54IF5GUCABTGYHJCJMP3OA,11870651620,11870651620,0,,2025-07-06 07:22:03.371123+00:00,,,No,{'a': 11870651620},{'a': 11870651620},{'a': 11870651620},{'b': 11870651620},{'a': 11870651620},{'a': 11870651620},{'a': 11870651620},{'b': 11870651620},{'a': 11870651620},{'a': 11870651620},{'a': 11870651620},{'b': 11870651620},{'b': 11870651620},{'a': 11870651620},{'a': 11870651620},{'a': 11870651620},{'b': 11870651620},{'b': 11870651620},{'b': 11870651620},{'c': 11870651620},{'a': 11870651620},{'a': 11870651620}
VJJNQI75CL7ENUAKGKREN72C5PO6NSIXOTDNGT7U3EAK36ACDRGPGK3LSM,7QKJ55TVP66Q5X6ZR74XHB3UFD7M7T5OBSFQZUQ2JSXDUAJI7VWA,7915843212,7915843212,0,,2025-07-06 06:56:32.115123+00:00,,,No,{'a': 7915843212},{'a': 7915843212},{'a': 7915843212},{'b': 7915843212},{'a': 7915843212},{'a': 7915843212},{'a': 7915843212},{'b': 7915843212},{'a': 7915843212},{'c': 7915843212},{'c': 7915843212},{'b': 7915843212},{'c': 7915843212},{'c': 7915843212},{'c': 7915843212},{'c': 7915843212},{'b': 7915843212},{'c': 7915843212},{'c': 7915843212},{'c': 7915843212},{'a': 7915843212},{'c': 7915843212}
IYBAP4KFVAZS4CEDBDKU62CU762JGCOYMHANMHZT2N5INVXM5CZV44SHG4,ET6A4DO464AYQ7P2WPRHKIGRVHE5YB74WAUWUB7WAPWB25S24LMQ,253514205,100000000,153514205,,2025-07-06 06:45:00.438169+00:00,,,No,{'a': 253514205},{'a': 253514205},{'a': 253514205},{'b': 253514205},{'a': 253514205},{'a': 253514205},{'a': 253514205},{'a': 253514205},{'a': 253514205},{'b': 253514205},{'b': 253514205},{'b': 253514205},{'b': 253514205},{'b': 253514205},{'b': 253514205},{'c': 253514205},{'b': 253514205},{'b': 253514205},{'b': 253514205},{'b': 253514205},{'a': 253514205},{'b': 253514205}
JF5TCBE5DPFO3XYHRO7WVWICRWEYOTJXYAQUJPPWHSGTOVNPSKZBAUB6WE,I3H6GLHEOCHD7HLNAISOGGAM43QX7BZUCWAKF2ZKPMY6W37MCDMQ,59590000000,59590000000,0,,2025-07-06 06:36:26.345500+00:00,,,No,{'a': 59590000000},{'a': 59590000000},{'c': 59590000000},{'b': 59590000000},{'c': 59590000000},{'a': 59590000000},{'a': 59590000000},{'c': 59590000000},{'a': 59590000000},{'c': 59590000000},{'a': 59590000000},{'b': 59590000000},{'c': 59590000000},{'a': 59590000000},{'c': 59590000000},{'a': 59590000000},{'b': 59590000000},{'b': 59590000000},{'b': 59590000000},{'a': 59590000000},{'c': 59590000000},{'a': 59590000000}
OBCJDSPU7OSH3O4LT5OXHQVRSXNS2FPOK4SVTOMMSQPVKCSRHPQB46VW54,O2NZ7T3IRNCSIOM6CSF442CSF3MBXWQJRJZQLVVZDRP33FNJGKNA,23571037550,23571037550,0,,2025-07-06 05:40:37.724540+00:00,,,No,{'a': 23571037550},{'a': 23571037550},{'a': 23571037550},{'a': 23571037550},{'a': 23571037550},{'a': 23571037550},{'a': 23571037550},{'b': 23571037550},{'a': 23571037550},{'a': 23571037550},{'a': 23571037550},{'b': 23571037550},{'b': 23571037550},{'a': 23571037550},{'a': 23571037550},{'a': 23571037550},{'b': 23571037550},{'b': 23571037550},{'b': 23571037550},{'c': 23571037550},{'a': 23571037550},{'a': 23571037550}
S7ESWLDBLVPTLBNSA5H2Y576RPRWRHJTKGTVTDJN52HL2NJKS2TTXF67BY,5JFUPQZQK6WGAAJ73IKZZGGBP7V5ML3QEPUHEYA7KPSZOD4TK5PA,103000000000,103000000000,0,,2025-07-06 04:24:47.013870+00:00,,,No,{'c': 103000000000},{'c': 103000000000},{'a': 103000000000},{'b': 103000000000},{'a': 103000000000},{'a': 103000000000},{'b': 103000000000},{'b': 103000000000},{'a': 103000000000},{'a': 103000000000},{'c': 103000000000},{'c': 103000000000},{'c': 103000000000},{'a': 103000000000},{'c': 103000000000},{'a': 103000000000},{'b': 103000000000},{'a': 103000000000},{'b': 103000000000},{'c': 103000000000},{'c': 103000000000},{'b': 103000000000}
SOJTS5TKPFGH5TIRAUX637RVC3EOJL3WCYNFRXABOWE4SNA5LDCU77NK74,BTBQCTT4FWM7OGOHMGV3NAFCDB2GG2Z7L4KF57S7VVIXT2XBWMAA,5014131918,878688,5013253230,,2025-07-06 04:16:15.045205+00:00,,,No,{'b': 5014131918},{'a': 5014131918},{'a': 5014131918},{'b': 5014131918},{'a': 5014131918},{'a': 5014131918},{'a': 5014131918},{'b': 5014131918},{'a': 5014131918},{'a': 5014131918},{'b': 5014131918},{'b': 5014131918},{'b': 5014131918},{'a': 5014131918},{'a': 5014131918},{'a': 5014131918},{'a': 5014131918},{'a': 5014131918},{'b': 5014131918},{'b': 5014131918},{'a': 5014131918},{'a': 5014131918}
7UBGYVIHJKBIDSVZABRZSGAMN55HZSBX4MK3VBCHVM6F7OIWSGEN3Z75L4,2TIVCXATGUVLK7ZLLZEUYFIFULEYWISLBVCTPL6QKWHPIRWOY2UQ,1000000,1000000,0,,2025-07-06 02:49:08.574748+00:00,,,No,{'b': 1000000},{'c': 1000000},{'c': 1000000},{'a': 1000000},{'c': 1000000},{'c': 1000000},{'b': 1000000},{'b': 1000000},{'c': 1000000},{'a': 1000000},{'b': 1000000},{'a': 1000000},{'c': 1000000},{'c': 1000000},{'a': 1000000},{'c': 1000000},{'c': 1000000},{'a': 1000000},{'a': 1000000},{'b': 1000000},{'b': 1000000},{'b': 1000000}
TT747YLAVJNM4MTRD7J4TFTAEELRCZ3ETUWVJSPXTS7GODVDCHGI3C7UWA,D6W2WJAQ2OPVRVZXJMAMW2HUJFKP5G5OMVUXJKHEOPYYDLMB2DOQ,2254525072,2254525072,0,,2025-07-06 02:46:44.499068+00:00,,,No,{'a': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'a': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'a': 2254525072},{'a': 2254525072},{'b': 2254525072},{'a': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072},{'b': 2254525072}
COSG2HWGOGYBR7LBYUXNLKE7RSD2ABJ7EENHFVR57XUMHYZ3V7AWQML5LY,IDQD3XGYRZXCKXCZ3RJNMIC5TVBKBYN7MEX3U7GXLPTAWTMB5ASA,4329258753,5000000,4324258753,,2025-07-06 02:17:31.748135+00:00,,,No,{'c': 4329258753},{'a': 4329258753},{'a': 4329258753},{'c': 4329258753},{'a': 4329258753},{'a': 4329258753},{'c': 4329258753},{'b': 4329258753},{'a': 4329258753},{'a': 4329258753},{'c': 4329258753},{'b': 4329258753},{'c': 4329258753},{'a': 4329258753},{'a': 4329258753},{'a': 4329258753},{'c': 4329258753},{'a': 4329258753},{'a': 4329258753},{'c': 4329258753},{'a': 4329258753},{'a': 4329258753}
COSG2M2XUFXTO5DQZDD4RFT7COTVHH6PW3JD2ISEG57O27NTS46OYHITYQ,HFE3SOMUXUT3ARLAH32TNYA3HQBDSUYDIACCZQW35SG62OUZFTLQ,4350812192,1000000,4349812192,,2025-07-06 02:16:44.695128+00:00,,,No,{'c': 4350812192},{'a': 4350812192},{'a': 4350812192},{'c': 4350812192},{'a': 4350812192},{'a': 4350812192},{'c': 4350812192},{'b': 4350812192},{'a': 4350812192},{'a': 4350812192},{'c': 4350812192},{'b': 4350812192},{'c': 4350812192},{'a': 4350812192},{'a': 4350812192},{'a': 4350812192},{'c': 4350812192},{'a': 4350812192},{'a': 4350812192},{'c': 4350812192},{'a': 4350812192},{'a': 4350812192}
COSG2L2ZY46CIOPLELE3ZKUFOZETNBRYXUUZEJXVCORTAN6HE7CRK25S74,K6VWDJ3D44G6W4EY25CQUAZBEGYUZZQEPDC6WMWSYQME7G7RBEVQ,10140828219,1000000,10139828219,,2025-07-06 02:15:39.958128+00:00,,,No,{'c': 10140828219},{'a': 10140828219},{'a': 10140828219},{'c': 10140828219},{'a': 10140828219},{'a': 10140828219},{'c': 10140828219},{'b': 10140828219},{'a': 10140828219},{'a': 10140828219},{'c': 10140828219},{'b': 10140828219},{'c': 10140828219},{'a': 10140828219},{'a': 10140828219},{'a': 10140828219},{'c': 10140828219},{'a': 10140828219},{'a': 10140828219},{'c': 10140828219},{'a': 10140828219},{'c': 10140828219}
LKJ75PUEXA3QOA5T5MUIWJYRGNUKPC7I7CTCZJY3ONXKBQQEMWFZFBIO5E,ZCGDYDS5IVATDPAOFKCOJRYOG2WCSHT7RJNC5WR3OHIITDIQI2WA,2000000000,2000000000,0,,2025-07-06 02:14:39.063281+00:00,,,No,{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000},{'b': 2000000000}
WHALEXSSSLWS5GA2ZRL7TRRP6LHFYJHL2OAKPIDGK7M4NG67RD5PPND7VU,JQCOMWAYB6USBVBZ2HOVBJAN633SRCO372PYNXNHCNSMWZXLI4VQ,1804217562,100000000,1704217562,,2025-07-06 02:14:20.259877+00:00,,,No,{'c': 1804217562},{'a': 1804217562},{'a': 1804217562},{'c': 1804217562},{'a': 1804217562},{'a': 1804217562},{'c': 1804217562},{'b': 1804217562},{'a': 1804217562},{'a': 1804217562},{'c': 1804217562},{'b': 1804217562},{'c': 1804217562},{'a': 1804217562},{'a': 1804217562},{'a': 1804217562},{'c': 1804217562},{'a': 1804217562},{'a': 1804217562},{'c': 1804217562},{'a': 1804217562},{'a': 1804217562}
